water,water--adjust,uv,UV adjust,area,fertilizer_usage,Fret_use_norm,yield,pesticides,Pest_norm,region,categories, Y_area , Y_area_norm,ADDED Cost Values,ADDED Cost Values_norm,Profit ratio,Dummy PR
9.6,9.6,67.911,67.911,3.908,3,0.6,36.917,1.525,0.158751839,2,"b,d",9.446519959,63%,1.38632249,53%,10%,2
2.9,2.9,66.537,66.537,8.101,0,0,40.465,3.71,0.388316873,1,"b,c,a",4.995062338,28%,0.571413596,18%,10%,2
3.67,3.67,80.157,80.157,9.668,2,0.4,58.616,1.315,0.13668838,4,c,6.062887878,37%,0.770866435,26%,10%,2
7.864,7.864,71.261,71.261,6.951,5,1,90.602,5.128,0.537297752,1,a,13.03438354,91%,2.049703218,81%,10%,2
13.529,13.529,86.763,86.763,3.507,1,0.2,35.012,3.844,0.402395461,2,"a,c",9.983461648,67%,1.490613585,57%,10%,2
4.381,4.381,68.231,68.231,6.344,0,0,40.603,5.276,0.552847237,0,"b,c,a",6.400220681,39%,0.8341926,29%,10%,2
4.488,4.488,83.678,83.678,8.211,1,0.2,47.713,2.302,0.240386636,1,"d,b",5.810863476,35%,0.728830314,25%,10%,2
6.279,6.279,81.545,81.545,5.95,0,0,40.012,4.681,0.490334104,2,"b,c",6.724705882,42%,0.897591633,32%,10%,2
9.218,9.218,66.077,66.077,7.889,3,0.6,66.4,0.076,0.006513974,2,"b,c,d",8.416782862,55%,1.208742977,45%,10%,2
9.911,9.911,57.726,57.726,6.506,4,0.8,68.685,1.475,0.153498634,1,d,10.55717799,72%,1.601700837,62%,10%,2
4.968,4.968,68.927,68.927,9.665,2,0.4,68.254,2.305,0.240701828,0,"c,b,d,a",7.061976203,44%,0.960988414,35%,10%,2
6.57,6.57,65.813,65.813,6.633,2,0.4,42.473,0.148,0.014078588,3,"c,b,d,a",6.403286597,39%,0.840640881,29%,10%,2
6.386,6.386,77.277,77.277,7.087,3,0.6,69.695,4.361,0.456713595,3,"b,d",9.834203471,66%,1.47106944,56%,10%,2
5.111,5.111,83.749,83.749,8.572,0,0,54.893,4.916,0.515024165,2,c,6.403756416,39%,0.844797284,30%,10%,2
5.776,5.776,89.597,89.597,11.709,1,0.2,58.709,0.173,0.01670519,4,"d,b,a,c",5.01400632,29%,0.590594005,19%,10%,2
5.45,5.45,59.843,59.843,7.396,2,0.4,55.162,2.746,0.287035091,3,a,7.458355868,47%,1.039297265,38%,10%,2
11.243,11.243,72.49,72.49,6.011,4,0.8,69.878,2.578,0.269384324,0,"b,c",11.6250208,80%,1.805950597,70%,10%,2
11.592,11.592,82.158,82.158,10.848,3,0.6,118.968,3.127,0.327064509,4,"a,b,c",10.96681416,75%,1.68678323,65%,9%,2
9.6,9.6,65.802,65.802,10.086,4,0.8,102.107,1.021,0.105799538,4,b,10.12363672,68%,1.533370189,59%,9%,2
8.714,8.714,81.117,81.117,9.656,5,1,104.641,0.94,0.097289347,1,"d,b,a",10.83688898,74%,1.666083296,64%,9%,2
4.491,4.491,81.541,81.541,9.751,1,0.2,54.328,2.038,0.212649716,4,a,5.571531125,33%,0.701292412,24%,9%,2
5.927,5.927,66.991,66.991,8.628,1,0.2,51.585,1.845,0.192372347,2,"c,d,b",5.978789986,36%,0.776278411,27%,9%,2
6.77,6.77,67.117,67.117,9.108,1,0.2,63.721,3.094,0.323597394,2,c,6.996157224,44%,0.963427566,35%,9%,2
5.552,5.552,87.215,87.215,6.102,0,0,32.032,2.729,0.285249002,2,c,5.249426418,30%,0.644277793,21%,9%,2
12.588,12.588,68.651,68.651,7.534,3,0.6,86.926,3.56,0.37255726,2,"d,c",11.53782851,79%,1.798350016,70%,9%,2
4.512,4.512,55.095,55.095,9.394,0,0,50.416,3.612,0.378020593,6,c,5.366829891,31%,0.668056416,22%,9%,2
9.46,9.46,72.626,72.626,7.076,4,0.8,70.959,1.038,0.107585627,1,a,10.02812323,67%,1.525868764,58%,9%,2
9.51,9.51,72.989,72.989,8.303,4,0.8,83.798,1.122,0.116411011,2,"d,b,a",10.09249669,68%,1.538011117,59%,9%,2
1.975,1.975,64.604,64.604,11.153,3,0.6,75.379,1.965,0.204980038,6,"b,d,a",6.758629965,42%,0.926712823,33%,9%,2
2.84,2.84,69.645,69.645,10.658,0,0,41.876,2.195,0.229144778,6,"c,b,a",3.929067367,20%,0.408261138,11%,9%,2
,5,79.849,79.849,9.349,3,0.6,76.062,2.464,0.257407018,1,c,8.135843406,53%,1.179816465,44%,9%,2
7.124,7.124,59.296,59.296,5.847,0,0,33.541,2.653,0.277264131,3,c,5.736446041,34%,0.740578447,25%,9%,2
9.678,9.678,73.246,73.246,8.679,3,0.6,96.533,4.735,0.496007565,2,"a,b,c",11.12259477,76%,1.728752689,67%,9%,2
0.72,0.72,80.179,80.179,9.414,0,0,29.878,2.231,0.232927086,6,"c,b",3.173783726,14%,0.271403933,5%,9%,2
5.264,5.264,84.914,84.914,8.351,1,0.2,49.153,2.213,0.231035932,2,"c,a,b,d",5.88588193,35%,0.770958978,26%,9%,2
6.62,6.62,56.941,56.941,9.59,2,0.4,71.716,2.233,0.233137214,0,"c,b",7.478206465,48%,1.063016476,39%,9%,2
5.15,5.15,94.309,94.309,12.077,0,0,77.513,5.119,0.536352175,1,c,6.418233005,39%,0.86871253,31%,9%,2
11.267,11.267,88.425,88.425,5.995,1,0.2,50.531,2.863,0.29932759,2,"d,b,c,a",8.428857381,55%,1.237486008,46%,9%,2
7.355,7.355,93.268,93.268,11.722,0,0,51.758,0.235,0.023219164,2,b,4.415458113,24%,0.501857879,15%,9%,2
8.442,8.442,,90,7.168,5,1,76.485,0.953,0.09865518,2,"a,d",10.6703404,72%,1.649404815,64%,9%,2
11.591,11.591,78.335,78.335,8.974,3,0.6,97.13,3.04,0.317923934,3,"d,c",10.82349008,74%,1.677576315,65%,9%,2
9.68,9.68,56.045,56.045,8.209,2,0.4,67.907,1.706,0.177768439,2,"d,c",8.272262151,54%,1.210646242,45%,9%,2
5.73,5.73,77.329,77.329,8.877,3,0.6,76.032,2.817,0.294494642,2,d,8.565055762,56%,1.265331845,47%,9%,2
1.58,1.58,80.389,80.389,8.91,2,0.4,67.547,5.631,0.590144988,3,c,7.581032548,48%,1.085673713,40%,9%,2
9.154,9.154,69.117,69.117,0.263,4,0.8,2.843,2.684,0.280521118,2,"d,b,a",10.80988593,73%,1.6785044,65%,9%,2
3.473,3.473,69.914,69.914,1.788,4,0.8,18.622,5.588,0.585627233,2,"b,c,a",10.41498881,70%,1.606736427,62%,9%,2
4.447,4.447,67.429,67.429,7.633,0,0,40.012,3.563,0.372872452,3,"b,a,d",5.241975632,30%,0.658596215,22%,9%,2
5.177,5.177,88.735,88.735,11.153,2,0.4,79.968,2.675,0.279575541,1,"b,c,d,a",7.170088765,45%,1.01372706,37%,8%,2
7.43,7.43,73.78,73.78,8.059,2,0.4,68.626,3.606,0.377390208,0,"b,a",8.515448567,56%,1.261004378,47%,8%,2
5.52,5.52,73.79,73.79,8.946,0,0,36.103,0.804,0.08300063,3,d,4.035658395,21%,0.439906561,12%,8%,2
6.11,6.11,89.28,89.28,7.367,1,0.2,37.244,0.321,0.032254675,0,"c,b,d",5.05551785,29%,0.628300848,20%,8%,2
11.412,11.412,74.612,74.612,2.932,3,0.6,30.28,2.377,0.248266443,2,"c,b,a,d",10.32742156,70%,1.596044073,61%,8%,2
8.547,8.547,78.815,78.815,5.894,3,0.6,56.01,2.747,0.287140155,3,b,9.502884289,63%,1.444855427,55%,8%,2
2.844,2.844,79.646,79.646,8.309,2,0.4,44.809,1.085,0.112523639,2,"d,a,b",5.392827055,31%,0.691905356,23%,8%,2
8.156,8.156,62.603,62.603,6.307,4,0.8,62.294,1.765,0.18396722,2,"d,a,c",9.876962106,66%,1.515743789,58%,8%,2
11.258,11.258,87.952,87.952,8.702,3,0.6,88.469,2.227,0.232506829,1,"c,b",10.16651345,68%,1.570068193,60%,8%,2
0.837,0.837,84.711,84.711,5.615,3,0.6,46.146,5.411,0.567030889,2,b,8.218343722,53%,1.213269445,45%,8%,2
2.28,2.28,53.329,53.329,6.19,3,0.6,53.51,5.276,0.552847237,2,"c,b,d",8.644588045,57%,1.294813536,49%,8%,2
11.667,11.667,63.52,63.52,9.622,4,0.8,110.11,2.34,0.244379071,2,"a,b,c",11.44356683,78%,1.809073247,70%,8%,2
5.364,5.364,55.059,55.059,6.727,1,0.2,36.982,1.666,0.173565875,2,"c,b,d",5.497547198,32%,0.720122861,24%,8%,2
4.141,4.141,66.363,66.363,7.338,0,0,33.461,2.712,0.283462912,2,"c,b,d,a",4.559961842,25%,0.548886821,17%,8%,2
9.524,9.524,90.516,90.516,6.962,4,0.8,68.347,0.878,0.090775373,3,"a,c,b",9.817150244,66%,1.513304231,58%,8%,2
5.678,5.678,67.31,67.31,5.239,4,0.8,41.729,0.091,0.008089935,2,"b,c",7.96506967,51%,1.17547749,44%,8%,2
6.547,6.547,90.496,90.496,10.5,3,0.6,90.571,2.604,0.272115991,1,"c,a",8.625809524,57%,1.297152477,49%,8%,2
9.27,9.27,78.108,78.108,8.749,4,0.8,84.233,0.741,0.076381593,3,"a,c,b",9.627728883,64%,1.482060245,57%,8%,2
4.81,4.81,72.937,72.937,12.824,3,0.6,95.261,1.633,0.17009876,3,"c,b,a",7.428337492,47%,1.079903722,40%,8%,2
9.984,9.984,79.402,79.402,5.819,3,0.6,52.944,1.282,0.133221265,3,d,9.098470528,60%,1.386266243,52%,8%,2
7.461,7.461,93.398,93.398,4.676,3,0.6,43.32,3.18,0.332632906,1,"b,c,a",9.264328486,61%,1.418303597,54%,8%,2
11.43,11.43,67.493,67.493,6.017,1,0.2,61.517,6.158,0.645513763,2,a,10.22386571,69%,1.594485503,61%,8%,2
6.84,6.84,70.801,70.801,10.207,1,0.2,69.49,3.103,0.324542971,4,c,6.808072891,42%,0.9690169,35%,8%,2
5.841,5.841,67.945,67.945,9.566,3,0.6,76.196,1.948,0.203193948,3,"c,b",7.965293749,51%,1.181394824,44%,8%,2
5.582,5.582,65.149,65.149,8.438,2,0.4,60.064,2.546,0.266022274,2,b,7.118274473,45%,1.027041247,37%,8%,2
7.14,7.14,79.603,79.603,8.028,0,0,44.138,2.56,0.267493171,1,a,5.498006976,32%,0.731868917,25%,7%,2
7.97,7.97,70.294,70.294,4.209,3,0.6,36.232,1.771,0.184597605,0,"b,c",8.60822048,56%,1.304035046,49%,7%,2
6.939,6.939,81.026,81.026,8.582,1,0.2,58.2,3.043,0.318239126,2,a,6.781635982,42%,0.969280654,35%,7%,2
6.1,6.1,78.343,78.343,4.725,1,0.2,27.339,1.844,0.192267283,2,"b,a",5.786031746,35%,0.787650061,27%,7%,2
5.24,5.24,72.732,72.732,7.659,1,0.2,38.149,0.982,0.101702038,4,"c,b,d,a",4.980937459,28%,0.640032939,21%,7%,2
7.2,7.2,77.214,77.214,7.058,0,0,39.771,2.79,0.291657911,2,"b,d,a",5.634882403,33%,0.760014021,26%,7%,2
12.677,12.677,59.283,59.283,6.493,1,0.2,53.931,2.098,0.218953562,1,"d,c,b",8.30602187,54%,1.250650523,47%,7%,2
4.21,4.21,91.596,91.596,9.147,1,0.2,61.08,4.602,0.482034041,2,"a,b",6.677599213,41%,0.952035368,34%,7%,2
5.868,5.868,87.286,87.286,5.861,3,0.6,45.247,1.57,0.163479723,2,"d,a,b",7.72001365,50%,1.143471762,42%,7%,2
2.617,2.617,87.658,87.658,9.706,1,0.2,49.768,2.91,0.304265602,6,c,5.127549969,29%,0.668588277,22%,7%,2
7.958,7.958,80.514,80.514,5.746,3,0.6,61.532,5.476,0.573860055,2,"a,c,b",10.7086669,73%,1.692501424,65%,7%,2
6.285,6.285,66.023,66.023,6.6,1,0.2,40.457,2.366,0.247110738,3,"b,c,a",6.129848485,37%,0.854766303,30%,7%,2
1.732,1.732,,70,7.242,1,0.2,51.86,7.048,0.739020803,2,"d,b",7.161005247,45%,1.044633115,38%,7%,2
11.482,11.482,65.269,65.269,2.798,4,0.8,31.438,2.334,0.243748687,0,"c,b",11.23588277,77%,1.796170075,70%,7%,2
3.989,3.989,,80,11.787,0,0,53.008,2.922,0.305526371,6,"d,c,a",4.497157886,25%,0.560866692,18%,7%,2
5.59,5.59,73.905,73.905,6.453,1,0.2,32.573,0.986,0.102122295,1,"b,d",5.047729738,29%,0.663671983,22%,7%,2
3.242,3.242,64.165,64.165,5.716,1,0.2,22.273,0.462,0.047068712,2,"c,a",3.896606018,20%,0.452853507,13%,7%,2
4.1,4.1,68.326,68.326,8.38,3,0.6,52.876,0.336,0.033830637,0,"b,d,c",6.309785203,39%,0.89653463,32%,7%,2
,2,58.218,58.218,11.859,4,0.8,103.673,4.005,0.41931078,6,"c,b,a",8.742136774,57%,1.342702049,51%,7%,2
6.329,6.329,79.983,79.983,11.535,1,0.2,74.227,2.959,0.309413742,4,"d,b",6.434937148,40%,0.919988242,33%,7%,2
,9,64.314,64.314,10.825,4,0.8,99.58,0.387,0.039188905,4,"a,d,c,b",9.199076212,61%,1.426955921,54%,7%,2
9.391,9.391,76.308,76.308,11.022,4,0.8,103.719,0.534,0.054633326,4,"a,d",9.410179641,63%,1.468339045,56%,7%,2
4.758,4.758,81.822,81.822,7.786,3,0.6,57.381,1.803,0.187959655,3,b,7.369766247,47%,1.094314969,40%,7%,2
6.92,6.92,76.768,76.768,8.662,3,0.6,76.415,2.984,0.312040345,2,"a,c",8.82186562,58%,1.361821425,51%,7%,2
8.487,8.487,68.603,68.603,6.035,3,0.6,65.21,5.457,0.571863837,2,b,10.8053024,73%,1.725598745,67%,7%,2
1.86,1.86,66.16,66.16,9.989,4,0.8,81.418,3.107,0.324963228,6,"b,d,c,a",8.150765842,53%,1.239066982,46%,7%,2
5.79,5.79,94.689,94.689,6.545,3,0.6,61.66,4.747,0.497268334,3,c,9.420932009,63%,1.4720859,56%,7%,2
2.41,2.41,74.724,74.724,12.575,1,0.2,62.334,2.91,0.304265602,6,b,4.956978131,28%,0.654856023,22%,7%,2
13.832,13.832,85.961,85.961,11.295,4,0.8,140.702,3.091,0.323282202,4,"a,d,c,b",12.45701638,86%,2.031601162,80%,6%,2
8.67,8.67,71.206,71.206,3.523,1,0.2,20.605,0.529,0.054108006,2,"c,b,a",5.848708487,35%,0.819983022,29%,6%,2
6.944,6.944,68.218,68.218,8.417,3,0.6,63.15,0.7,0.072073965,3,"d,a,b",7.502673161,48%,1.123447191,41%,6%,2
6.69,6.69,106.31,106.31,7.918,0,0,37.575,1.805,0.188169784,0,"c,a",4.745516545,26%,0.622692803,20%,6%,2
5.286,5.286,77.891,77.891,5.971,2,0.4,36.398,1.261,0.131014919,2,"b,d",6.095796349,37%,0.872397432,31%,6%,2
6.912,6.912,80.251,80.251,9.355,0,0,46.36,2.055,0.214435806,3,c,4.955638696,28%,0.663686171,22%,6%,2
5.344,5.344,85.826,85.826,13.743,1,0.2,69.38,1.315,0.13668838,3,c,5.04838827,29%,0.681918578,23%,6%,2
1.52,1.52,63.619,63.619,9.679,4,0.8,77.236,3.156,0.330111368,5,"a,b,c,d",7.979749974,52%,1.221659729,46%,6%,2
7.969,7.969,,60,5.407,1,0.2,29.14,0.274,0.027316663,0,"c,d",5.389310154,31%,0.746687766,25%,6%,2
5.376,5.376,74.839,74.839,8,3,0.6,56.698,1.075,0.111472999,3,b,7.08725,45%,1.058826057,39%,6%,2
8.68,8.68,68.103,68.103,7.912,3,0.6,79.497,4.161,0.435700777,2,b,10.04764914,68%,1.602239188,62%,6%,2
11.61,11.61,68.82,68.82,4.001,1,0.2,35.956,4.277,0.447888212,2,"c,a,b",8.986753312,59%,1.408801042,53%,6%,2
9.139,9.139,67.24,67.24,5.06,3,0.6,42.041,0.849,0.087728514,3,"c,b,d",8.308498024,54%,1.284716706,48%,6%,2
6.294,6.294,58.319,58.319,11.979,3,0.6,114.561,4.836,0.506619038,4,"c,d,a",9.563486101,64%,1.514871658,58%,6%,2
4.85,4.85,59.935,59.935,7.387,1,0.2,51.395,5.023,0.526266022,0,"b,c,a",6.957492893,44%,1.03872456,38%,6%,2
6.51,6.51,71.291,71.291,7.327,3,0.6,68.952,4.45,0.466064299,4,"c,b,d,a",9.410672854,63%,1.488646228,57%,6%,2
5.144,5.144,,70,6.344,3,0.6,57.953,4.832,0.506198781,2,"b,c,a",9.135088272,60%,1.4381611,55%,6%,2
7.22,7.22,65.704,65.704,5.765,2,0.4,42.476,2.351,0.245534776,3,"b,c,d",7.367909801,47%,1.115217674,41%,6%,2
7.513,7.513,77.454,77.454,11.039,2,0.4,87.36,3.145,0.328955663,2,"b,c",7.913760304,51%,1.218076003,45%,6%,2
5.757,5.757,91.983,91.983,8.169,1,0.2,59.407,5.049,0.528997689,2,c,7.272248745,46%,1.101626055,40%,6%,2
7.155,7.155,69.505,69.505,5.894,5,1,71.325,4.983,0.522063459,2,"d,c",12.10128945,83%,1.987434296,78%,6%,2
11.177,11.177,90.736,90.736,10.521,4,0.8,112.31,1.869,0.194893885,4,d,10.67484079,72%,1.727081758,67%,6%,2
5.653,5.653,,90,5.789,3,0.6,40.083,0.759,0.078272746,2,c,6.923993781,43%,1.044001816,38%,5%,2
6.923,6.923,65.294,65.294,6.301,4,0.8,52.202,0.44,0.044757302,1,"d,c",8.284716712,54%,1.2947374,49%,5%,2
5.49,5.49,81.011,81.011,10.162,0,0,35.808,0.651,0.066925825,4,"c,d",3.523715804,17%,0.421841574,12%,5%,2
9.739,9.739,62.867,62.867,2.758,4,0.8,32.895,5.026,0.526581215,3,"a,c,b",11.9271211,82%,1.963373042,77%,5%,2
1.598,1.598,71.792,71.792,8.305,1,0.2,52.913,6.187,0.648560622,2,c,6.371222155,39%,0.945283456,34%,5%,2
3.284,3.284,94.273,94.273,8.42,1,0.2,33.206,0.901,0.093191847,1,"d,b,c",3.943705463,20%,0.501762897,15%,5%,2
8.231,8.231,75.672,75.672,4.806,0,0,28.673,3.211,0.335889893,2,"b,d,c",5.966084062,36%,0.872641916,31%,5%,2
,9,67.538,67.538,10.195,2,0.4,90.752,4.05,0.424038664,2,b,8.90161844,59%,1.41180568,54%,5%,2
2.924,2.924,65.876,65.876,9.194,0,0,30.514,1.964,0.204874974,5,c,3.318903633,15%,0.389563842,10%,5%,2
3.75,3.75,61.025,61.025,7.888,0,0,27.792,1.802,0.187854591,5,c,3.523326572,17%,0.427339798,12%,5%,2
13.468,13.468,78.352,78.352,5.085,4,0.8,63.186,3.596,0.376339567,1,"a,b,c",12.4259587,86%,2.060510988,81%,5%,2
4.9,4.9,76.999,76.999,10.006,3,0.6,68.654,1.216,0.126287035,2,"c,a",6.86128323,43%,1.042062543,38%,5%,2
9.31,9.31,,70,7.764,2,0.4,63.153,2.561,0.267598235,2,"c,d,b",8.134080371,53%,1.275930463,48%,5%,2
3.182,3.182,86.487,86.487,9.488,1,0.2,51.806,3.669,0.384009246,6,"b,a,c,d",5.460160202,32%,0.785813677,27%,5%,2
5.287,5.287,85.363,85.363,8.302,3,0.6,75.17,4.81,0.503887371,1,c,9.054444712,60%,1.445336224,55%,5%,2
8.751,8.751,74.129,74.129,9.946,2,0.4,94.089,5.238,0.548854801,3,"b,a",9.459983913,63%,1.520103309,58%,5%,2
1.81,1.81,74.374,74.374,9.029,4,0.8,69.625,2.763,0.288821181,6,"b,a",7.711263706,49%,1.199607966,45%,5%,2
1.564,1.564,85.594,85.594,10.893,0,0,48.827,4.899,0.513238075,6,"c,b,d,a",4.482419903,24%,0.60770537,20%,5%,2
11.178,11.178,93.072,93.072,5.33,5,1,62.237,1.869,0.194893885,2,d,11.67673546,80%,1.927148098,75%,5%,2
7.719,7.719,73.422,73.422,7.201,0,0,42.193,3.446,0.360579954,1,d,5.859325094,35%,0.863366208,30%,5%,2
8.23,8.23,94.747,94.747,11.455,2,0.4,90.759,2.934,0.30678714,2,"b,c",7.923090354,51%,1.243472824,46%,5%,2
1.18,1.18,79.203,79.203,10.281,4,0.8,62.423,0.353,0.035616726,6,"a,b",6.071685634,37%,0.904609694,32%,5%,2
5.727,5.727,,70,6.324,0,0,25.767,1.621,0.168837991,3,"c,b,d",4.074478178,21%,0.539476176,17%,5%,2
7.838,7.838,62.908,62.908,10.336,0,0,54.777,2.432,0.254044967,4,"b,c",5.299632353,31%,0.76472561,26%,5%,2
6.61,6.61,62.158,62.158,7.037,3,0.6,53.509,1.539,0.160222736,2,"d,c,b,a",7.603950547,49%,1.189438604,44%,4%,2
4.418,4.418,86.677,86.677,7.951,2,0.4,40.141,0.368,0.037192688,2,"b,c",5.048547353,29%,0.720992608,24%,4%,2
3.331,3.331,84.419,84.419,11.892,1,0.2,75.72,5.264,0.551586468,4,b,6.367305752,39%,0.963275469,35%,4%,2
0.782,0.782,69.273,69.273,8.359,1,0.2,48.082,5.813,0.609266653,2,"d,b",5.75212346,34%,0.851856543,30%,4%,2
4.328,4.328,82.994,82.994,8.301,1,0.2,38.58,1.659,0.172830427,1,"c,a,d",4.647632815,26%,0.650659802,21%,4%,2
9.716,9.716,68.383,68.383,3.98,1,0.2,32.355,4.343,0.454822442,6,d,8.129396985,53%,1.290088463,48%,4%,2
1.91,1.91,62.531,62.531,10.959,1,0.2,63.027,5.123,0.536772431,6,"d,c",5.751163427,34%,0.854193156,30%,4%,2
5.125,5.125,63.334,63.334,6.938,3,0.6,46.125,0.859,0.088779155,3,"c,b,a",6.648169501,41%,1.019481026,37%,4%,2
3.51,3.51,73.963,73.963,10.724,3,0.6,92.289,5.321,0.557575121,3,b,8.605837374,56%,1.381138873,52%,4%,2
2.791,2.791,58.12,58.12,11.859,2,0.4,85.509,5.264,0.551586468,4,"d,a,b",7.210473058,46%,1.127452197,42%,4%,2
11.466,11.466,,80,7.093,4,0.8,81.984,3.628,0.379701618,1,c,11.5584379,79%,1.931061576,76%,4%,2
7.455,7.455,85.167,85.167,5.555,3,0.6,46.624,2.55,0.26644253,0,"b,c,d,a",8.393159316,55%,1.351715185,51%,4%,2
7.997,7.997,62.071,62.071,5.502,4,0.8,47.541,0.744,0.076696785,2,"d,a,b",8.640676118,57%,1.397925391,53%,4%,2
7.38,7.38,65.56,65.56,10.467,1,0.2,66.237,2.812,0.293969321,3,"b,c,a,d",6.328174262,39%,0.974266522,35%,4%,2
4.624,4.624,78.676,78.676,11.007,1,0.2,42.252,0.234,0.0231141,2,"b,c,d",3.838648133,19%,0.520579935,16%,4%,2
6.345,6.345,75.232,75.232,7.677,0,0,29.737,1.121,0.116305947,4,"c,d,b",3.873518301,20%,0.527941876,16%,3%,2
8.382,8.382,88.752,88.752,4.473,1,0.2,36.326,5.355,0.5611473,2,"c,b",8.121171473,53%,1.307916571,49%,3%,2
,7,63.116,63.116,1.87,4,0.8,14.693,0.071,0.005988653,2,"d,c",7.857219251,51%,1.261076884,47%,3%,2
11.531,11.531,80.119,80.119,5.937,4,0.8,57.662,0.477,0.048644673,1,"d,b,a,c",9.712312616,65%,1.604316691,62%,3%,2
7.31,7.31,68.481,68.481,6.07,2,0.4,38.915,1.191,0.123660433,1,"b,a",6.411037891,39%,0.999313876,36%,3%,2
6.432,6.432,70.144,70.144,5.895,0,0,21.328,0.679,0.069867619,2,"c,b,d",3.61798134,18%,0.487275076,14%,3%,2
4.857,4.857,81.519,81.519,8.655,0,0,39.599,3.35,0.350493801,6,"b,c,a",4.575274408,25%,0.663416715,22%,3%,2
8.968,8.968,80.342,80.342,7.568,5,1,95.882,5.373,0.563038453,2,"d,b,c",12.66939746,88%,2.148682609,85%,3%,2
6.435,6.435,73.481,73.481,9.221,1,0.2,56.579,3.188,0.333473419,2,c,6.135885479,37%,0.951079894,34%,3%,2
,10,65.203,65.203,8.992,1,0.2,72.087,4.234,0.443370456,6,a,8.016792705,52%,1.297476864,49%,3%,2
5.331,5.331,66.502,66.502,5.859,2,0.4,44.992,4.744,0.496953141,1,c,7.679126131,49%,1.241320927,46%,3%,2
2.93,2.93,58.439,58.439,5.837,0,0,14.259,0.944,0.097709603,2,c,2.442864485,9%,0.282796507,6%,3%,2
2.96,2.96,63.967,63.967,9.209,0,0,43.287,4.877,0.510926665,2,"b,c,a",4.70051037,26%,0.698003752,23%,3%,2
7.277,7.277,94.914,94.914,4.759,0,0,24.625,2.983,0.311935281,1,"b,c,d",5.174406388,30%,0.785399524,27%,3%,2
4.458,4.458,75.542,75.542,12.296,1,0.2,71.994,4.071,0.426245009,6,a,5.855074821,35%,0.912698506,32%,3%,2
6.851,6.851,73.188,73.188,9.643,2,0.4,65.538,2.302,0.240386636,1,b,6.796432645,42%,1.085590298,40%,3%,2
8.312,8.312,57.226,57.226,8.571,5,1,103.413,4.87,0.510191217,2,"a,b",12.06545327,83%,2.052316731,81%,3%,2
5.622,5.622,64.888,64.888,7.502,2,0.4,38.821,0.267,0.026581215,2,"a,d",5.174753399,30%,0.790253763,27%,2%,2
4.395,4.395,,70,12.64,0,0,61.114,4.26,0.446102122,6,"d,c,b",4.834968354,27%,0.728376237,25%,2%,2
3.148,3.148,85.464,85.464,10.939,1,0.2,41.022,1.263,0.131225047,5,"a,b,c",3.750068562,19%,0.530773939,16%,2%,2
7.623,7.623,71.149,71.149,7.594,4,0.8,84.383,5.63,0.590039924,2,d,11.11179879,76%,1.886457597,74%,2%,2
4.29,4.29,76.536,76.536,10.523,3,0.6,59.405,0.117,0.010821601,2,c,5.645253255,33%,0.886130079,31%,2%,2
6.571,6.571,86.759,86.759,14.129,1,0.2,84.101,3.02,0.315822652,4,"b,c,d,a",5.952367471,36%,0.942451284,34%,2%,2
12.646,12.646,66.089,66.089,7.465,4,0.8,76.855,1.054,0.109266653,3,"d,c,a",10.29537843,69%,1.738907093,67%,2%,2
8.148,8.148,68.797,68.797,11.893,3,0.6,83.083,0.05,0.003782307,4,"d,c",6.985874044,44%,1.135028161,42%,2%,2
6.846,6.846,71.249,71.249,7.643,0,0,44.347,4.537,0.475204875,2,"d,c,b",5.802302761,35%,0.92007684,33%,2%,2
,9,74.62,74.62,11.41,1,0.2,70.897,1.997,0.208342089,4,"b,a,d",6.213584575,38%,0.996109105,36%,2%,2
8.39,8.39,72.646,72.646,9.109,1,0.2,56.3,2.339,0.244274007,4,c,6.180700406,38%,0.991573994,36%,2%,2
7.36,7.36,,70,11.437,3,0.6,85.552,1.451,0.150977096,2,"c,b",7.480283291,48%,1.229947509,46%,2%,2
6.858,6.858,63.495,63.495,9.478,3,0.6,69.4,1.499,0.156020172,1,"c,b",7.322219878,46%,1.20168821,45%,2%,2
4.835,4.835,75.773,75.773,10.219,0,0,34.847,1.66,0.172935491,6,"b,d,c,a",3.41002055,16%,0.484398938,14%,2%,2
8.268,8.268,67.417,67.417,6.586,4,0.8,72.368,5.112,0.535616726,1,"c,b,d,a",10.9881567,75%,1.874823307,73%,2%,2
6.883,6.883,80.6,80.6,9.438,5,1,110.226,5.327,0.558205505,2,"b,a,c,d",11.67895741,80%,2.005532028,79%,2%,2
,3,73.67,73.67,9.928,4,0.8,100.215,6.923,0.725887792,0,d,10.09417808,68%,1.715618454,66%,1%,2
5.436,5.436,70.144,70.144,6.521,0,0,19.73,0.667,0.06860685,2,"c,d,b",3.025609569,13%,0.419940272,12%,1%,2
5.927,5.927,81.482,81.482,7.432,0,0,24.274,0.781,0.080584156,6,d,3.266146394,15%,0.46449022,14%,1%,2
2.47,2.47,85.029,85.029,9.148,1,0.2,36.176,2.274,0.237444841,6,"b,d,a",3.954525579,20%,0.592015625,19%,1%,2
,7,70.471,70.471,7.255,2,0.4,40.23,0.287,0.028682496,2,d,5.545141282,33%,0.883770728,31%,1%,2
4.86,4.86,70.15,70.15,0.653,3,0.6,5.998,6.092,0.638579534,2,"d,a,c",9.185298622,61%,1.551701465,59%,1%,2
