id,water,water--adjust,water/area_norm,uv,UV adjust,area,fertilizer_usage,Fret_use_norm,yield,pesticides,Pest_norm,region,categories, Y over area , Y over area_norm,ADDED Cost Values,ADDED Cost Values_norm,Profit ratio
708,5.265,5.265,0.339989386,78.051,78.051,8.313,1,0.2,68.985,3.782,0.395881488,1,"b,c,a,d",8.298448214,0.54,0.935870873,0.33,0.21
549,7.839,7.839,0.510746982,78.049,78.049,10.985,1,0.2,39.72,1.097,0.113784408,6,"b,a",3.615839782,0.18,0.82453139,0.29,-0.11
99,1.493,1.493,0.089757198,78.034,78.034,6.068,3,0.6,66.599,2.982,0.311830216,1,b,10.97544496,0.75,1.001587414,0.36,0.39
721,8.281,8.281,0.540068993,77.932,77.932,7.441,1,0.2,53.726,4.629,0.484870771,3,"d,a,c",7.220266093,0.46,1.224939764,0.46,0
205,2.289,2.289,0.142563354,77.891,77.891,9.704,0,0,26.224,0.034,0.002101282,1,"c,a,b",2.702390767,0.11,0.144664636,0,0.11
342,5.286,5.286,0.341382513,77.891,77.891,5.971,2,0.4,36.398,1.261,0.131014919,2,"b,d",6.095796349,0.37,0.872397432,0.31,0.06
48,9.241,9.241,0.60375481,77.859,77.859,12.67,4,0.8,85.003,1.222,0.12691742,6,"b,c",6.708997632,0.42,1.530672229,0.59,-0.17
480,3.988,3.988,0.255273982,77.82,77.82,6.591,0,0,26.53,0.94,0.097289347,2,c,4.02518586,0.21,0.352563328,0.09,0.12
972,,3,0.189730662,77.818,77.818,14.866,3,0.6,124.257,2.279,0.237970162,4,b,8.35846899,0.54,1.027700824,0.37,0.17
817,9.86,9.86,0.644818893,77.807,77.807,7.054,4,0.8,89.388,4.07,0.426139945,2,"d,a,c",12.67195917,0.88,1.870958839,0.73,0.15
60,3.512,3.512,0.223696431,77.724,77.724,16.169,2,0.4,93.522,4.47,0.468165581,6,"b,c",5.784031171,0.34,1.091862012,0.4,-0.06
718,7.83,7.83,0.510149927,77.634,77.634,5.941,1,0.2,25.983,7.957,0.83452406,4,"c,b,d,a",4.373506144,0.24,1.544673987,0.59,-0.36
350,7.378,7.378,0.480164522,77.629,77.629,9.309,1,0.2,54.844,6.153,0.644988443,1,"c,a,b",5.891502847,0.35,1.325152965,0.5,-0.15
303,,6,0.388748839,77.619,77.619,6.824,1,0.2,30.967,1.497,0.155810044,0,"a,c,b,d",4.537954279,0.25,0.744558883,0.25,-0.01
994,8.69,8.69,0.567201804,77.59,77.59,12.736,0,0,41.834,2.235,0.233347342,6,"b,d",3.284704774,0.15,0.800549146,0.28,-0.13
520,5.737,5.737,0.371301579,77.583,77.583,2.707,5,1,20.128,2.014,0.210128178,6,"a,d,b,c",7.435537495,0.47,1.581429757,0.61,-0.13
980,5.646,5.646,0.365264694,77.573,77.573,7.867,2,0.4,61.103,2.247,0.234608111,0,b,7.767001398,0.5,0.999872805,0.36,0.14
492,0.713,0.713,0.038012472,77.55,77.55,12.957,0,0,125.129,4.042,0.423198151,4,"b,c,a,d",9.657250907,0.65,0.461210623,0.13,0.51
475,11.465,11.465,0.751293618,77.541,77.541,6.846,3,0.6,73.74,5.27,0.552216852,1,"b,c",10.77125329,0.73,1.90351047,0.74,-0.01
519,4.154,4.154,0.266286321,77.532,77.532,10.908,1,0.2,41.422,7.715,0.80909855,2,"b,c",3.797396406,0.19,1.275384871,0.48,-0.29
837,4.842,4.842,0.311927823,77.512,77.512,13.018,3,0.6,70.625,2.423,0.253099391,5,"c,a",5.425180519,0.32,1.165027213,0.43,-0.11
842,3.983,3.983,0.254942285,77.509,77.509,4.69,3,0.6,45.96,2.203,0.229985291,2,"c,b",9.799573561,0.66,1.084927576,0.4,0.26
140,8.882,8.882,0.579938968,77.505,77.505,3.946,4,0.8,46.925,2.754,0.287875604,2,"d,b",11.89178915,0.82,1.667814572,0.64,0.17
750,4.918,4.918,0.316969617,77.499,77.499,13.615,3,0.6,130.695,3.531,0.369510401,4,b,9.599338964,0.64,1.286480018,0.48,0.16
216,7.994,7.994,0.521029587,77.469,77.469,8.052,3,0.6,79.611,6.081,0.637423829,2,d,9.887108793,0.66,1.758453416,0.68,-0.02
823,7.419,7.419,0.482884437,77.465,77.465,10.269,4,0.8,63.981,0.568,0.058205505,6,c,6.230499562,0.38,1.341089942,0.51,-0.13
242,7.513,7.513,0.48912034,77.454,77.454,11.039,2,0.4,87.36,3.145,0.328955663,2,"b,c",7.913760304,0.51,1.218076003,0.45,0.06
164,3.398,3.398,0.21613374,77.448,77.448,9.679,0,0,64.774,2.576,0.269174196,2,d,6.692220271,0.42,0.485307936,0.14,0.27
18,,7,0.455088231,77.431,77.431,6.779,0,0,38.773,4.901,0.513448203,0,"b,d,a",5.719575159,0.34,0.968536435,0.35,-0.01
203,5.659,5.659,0.366127106,77.429,77.429,7.397,3,0.6,67.587,2.304,0.240596764,2,"d,b,c",9.137082601,0.6,1.20672387,0.45,0.16
596,1.236,1.236,0.072707974,77.426,77.426,5.087,4,0.8,61.604,2.783,0.290922463,2,"d,c,b",12.11008453,0.84,1.163630437,0.43,0.4
435,7.352,7.352,0.478439697,77.408,77.408,7.763,5,1,84.166,0.682,0.070182812,3,d,10.84194255,0.74,1.548622509,0.59,0.14
240,4.539,4.539,0.291826987,77.343,77.343,10.655,0,0,35.683,4.459,0.467009876,6,"c,a,d",3.348944158,0.16,0.758836863,0.26,-0.1
361,5.73,5.73,0.370837203,77.329,77.329,8.877,3,0.6,76.032,2.817,0.294494642,2,d,8.565055762,0.56,1.265331845,0.47,0.09
584,5.748,5.748,0.372031312,77.293,77.293,7.908,0,0,49.857,3.208,0.335574701,1,b,6.304628225,0.39,0.707606013,0.24,0.15
522,6.386,6.386,0.414355845,77.277,77.277,7.087,3,0.6,69.695,4.361,0.456713595,3,"b,d",9.834203471,0.66,1.47106944,0.56,0.1
942,1.954,1.954,0.120339658,77.244,77.244,6.229,1,0.2,54.715,3.222,0.337045598,2,"c,a",8.783913951,0.58,0.657385256,0.22,0.36
457,1.238,1.238,0.072840653,77.231,77.231,11.888,1,0.2,54.315,1.106,0.114729985,4,"c,a",4.568893001,0.25,0.387570638,0.1,0.15
543,7.2,7.2,0.46835611,77.214,77.214,7.058,0,0,39.771,2.79,0.291657911,2,"b,d,a",5.634882403,0.33,0.760014021,0.26,0.07
306,6.469,6.469,0.419862014,77.162,77.162,10.21,0,0,40.285,3.112,0.325488548,6,"b,c",3.945641528,0.2,0.745350562,0.25,-0.05
162,5.272,5.272,0.340453761,77.125,77.125,9.742,3,0.6,77.775,5.601,0.586993066,2,"c,a",7.983473619,0.52,1.527446827,0.58,-0.07
682,7.87,7.87,0.512803503,77.101,77.101,9.151,3,0.6,81.269,0.413,0.041920572,3,c,8.880887335,0.59,1.154724074,0.43,0.16
780,6.538,6.538,0.424439432,77.068,77.068,10.015,0,0,33.027,7.951,0.833893675,2,c,3.29775337,0.15,1.258333107,0.47,-0.32
220,8.67,8.67,0.565875017,77.034,77.034,11.013,0,0,34.412,6.807,0.713700357,2,c,3.124670844,0.14,1.279575374,0.48,-0.34
770,3.622,3.622,0.230993764,77.011,77.011,10.513,0,0,74.108,4.727,0.495167052,2,c,7.049177209,0.44,0.726160816,0.25,0.2
705,4.9,4.9,0.315775507,76.999,76.999,10.006,3,0.6,68.654,1.216,0.126287035,2,"c,a",6.86128323,0.43,1.042062543,0.38,0.05
931,8.614,8.614,0.562160011,76.94,76.94,9.267,3,0.6,93.898,5.572,0.583946207,3,"c,b",10.13251322,0.68,1.746106218,0.68,0
793,6.27,6.27,0.406660475,76.909,76.909,6.907,0,0,23.74,5.705,0.597919731,2,"d,b,c",3.437092804,0.16,1.004580206,0.36,-0.2
631,1.676,1.676,0.101897307,76.901,76.901,4.318,2,0.4,33.036,5.01,0.524900189,2,c,7.650764243,0.49,1.026797496,0.37,0.12
110,4.778,4.778,0.307682102,76.886,76.886,11.852,3,0.6,60.004,1.716,0.17881908,6,"c,a,d,b",5.062774215,0.29,1.086501181,0.4,-0.11
906,5.812,5.812,0.376277033,76.878,76.878,5.567,2,0.4,44.262,2.921,0.305421307,2,"d,c,a",7.95078139,0.51,1.08169834,0.4,0.12
168,2.5,2.5,0.156560966,76.857,76.857,5.211,2,0.4,30.041,7.108,0.745324648,1,a,5.764920361,0.34,1.301885614,0.49,-0.15
841,4.353,4.353,0.27948786,76.822,76.822,5.948,1,0.2,39.806,2.775,0.29008195,2,"c,b",6.692333557,0.42,0.76956981,0.26,0.15
716,5.752,5.752,0.37229667,76.791,76.791,2.391,3,0.6,26.004,3.963,0.414898088,2,"c,d,a",10.87578419,0.74,1.387194758,0.53,0.21
270,4.74,4.74,0.305161205,76.784,76.784,3.302,1,0.2,27.918,3.456,0.361630595,2,"a,c",8.454875833,0.55,0.866791799,0.31,0.25
913,3.167,3.167,0.200809341,76.784,76.784,8.091,1,0.2,60.83,2.683,0.280416054,2,"d,b,c",7.518230132,0.48,0.681225394,0.23,0.25
951,6.92,6.92,0.44978108,76.768,76.768,8.662,3,0.6,76.415,2.984,0.312040345,2,"a,c",8.82186562,0.58,1.361821425,0.51,0.07
961,7.514,7.514,0.489186679,76.65,76.65,5.88,4,0.8,75.178,4.04,0.422988023,1,d,12.78537415,0.89,1.712174702,0.66,0.22
73,9.26,9.26,0.605015258,76.631,76.631,4.038,5,1,50.554,5.61,0.587938643,2,"d,b",12.51956414,0.87,2.192953901,0.87,0
554,7.895,7.895,0.514461988,76.59,76.59,4.085,3,0.6,18.291,0.564,0.057785249,6,"c,a,b",4.477600979,0.24,1.172247237,0.43,-0.19
730,9.59,9.59,0.626907258,76.584,76.584,1.03,3,0.6,11.181,2.935,0.306892204,4,"a,b",10.85533981,0.74,1.533799462,0.59,0.15
123,7.261,7.261,0.472402813,76.547,76.547,12.192,2,0.4,49.389,0.775,0.079953772,6,"c,b",4.050935039,0.21,0.952356585,0.34,-0.13
373,4.29,4.29,0.275308478,76.536,76.536,10.523,3,0.6,59.405,0.117,0.010821601,2,c,5.645253255,0.33,0.886130079,0.31,0.02
740,6.565,6.565,0.426230596,76.479,76.479,5.49,4,0.8,30.391,0.234,0.0231141,5,"d,b,c",5.535701275,0.33,1.249344695,0.47,-0.14
444,8.437,8.437,0.550417938,76.461,76.461,6.741,4,0.8,71.185,6.077,0.637003572,1,"d,c,b",10.56000593,0.72,1.98742151,0.78,-0.06
812,7.722,7.722,0.502985273,76.451,76.451,4.144,2,0.4,36.151,6.256,0.655810044,3,"d,b",8.723696911,0.57,1.558795317,0.6,-0.03
356,5.369,5.369,0.346888682,76.401,76.401,18.311,1,0.2,77.373,2.91,0.304265602,6,c,4.225492873,0.22,0.851154285,0.3,-0.07
789,5.688,5.688,0.368050949,76.387,76.387,8.818,2,0.4,70.489,3.351,0.350598865,3,"b,d,a",7.993762758,0.52,1.118649814,0.41,0.1
377,5.981,5.981,0.387488391,76.375,76.375,9.254,1,0.2,73.22,4.249,0.444946417,1,"c,a,d",7.91225416,0.51,1.032434808,0.38,0.13
910,9.391,9.391,0.613705718,76.308,76.308,11.022,4,0.8,103.719,0.534,0.054633326,4,"a,d",9.410179641,0.63,1.468339045,0.56,0.07
21,4.554,4.554,0.292822078,76.234,76.234,11.369,2,0.4,65.677,5.019,0.525845766,5,b,5.776849327,0.34,1.218667844,0.45,-0.11
388,4.534,4.534,0.29149529,76.14,76.14,8.055,1,0.2,45.025,6.718,0.704349653,1,"d,a",5.589695841,0.33,1.195844943,0.44,-0.11
776,5.53,5.53,0.357569325,76.131,76.131,11.285,2,0.4,65.078,4.306,0.45093507,6,"b,d",5.766770049,0.34,1.208504395,0.45,-0.11
267,8.468,8.468,0.552474459,76.128,76.128,8.921,4,0.8,99.336,5.991,0.627968061,2,"d,b",11.13507454,0.76,1.98044252,0.78,-0.02
607,1.93,1.93,0.118747512,76.108,76.108,4.487,5,1,55.399,5.709,0.598339987,1,"d,b,c",12.34655672,0.85,1.7170875,0.66,0.19
30,1.833,1.833,0.112312591,76.075,76.075,8.355,0,0,34.281,2.268,0.236814457,5,c,4.103052065,0.21,0.349127048,0.09,0.13
196,11.197,11.197,0.733514661,76.001,76.001,6.575,4,0.8,47.65,1.976,0.206135743,6,"c,d,b,a",7.247148289,0.46,1.739650404,0.67,-0.22
481,4.43,4.43,0.284595993,75.81,75.81,12.354,0,0,35.524,2.198,0.229459971,6,"d,c",2.875505909,0.12,0.514055964,0.16,-0.04
385,1.118,1.118,0.064879926,75.806,75.806,9.465,3,0.6,103.327,3.025,0.316347972,4,"d,c,a",10.91674591,0.74,0.981227898,0.35,0.39
129,4.835,4.835,0.311463447,75.773,75.773,10.219,0,0,34.847,1.66,0.172935491,6,"b,d,c,a",3.41002055,0.16,0.484398938,0.14,0.02
93,2.165,2.165,0.134337269,75.755,75.755,6.857,0,0,61.07,3.863,0.404391679,1,"b,d",8.906227213,0.59,0.538728948,0.17,0.42
666,7.854,7.854,0.511742072,75.75,75.75,10.372,3,0.6,64.733,2.231,0.232927086,6,"d,b,c",6.241129965,0.38,1.344669158,0.51,-0.13
876,3.91,3.91,0.250099509,75.747,75.747,5.6,1,0.2,43.3,3.969,0.415528472,1,"b,d,c,a",7.732142857,0.5,0.865627981,0.3,0.19
382,7.427,7.427,0.483415152,75.736,75.736,10.222,3,0.6,92.111,0.764,0.078798067,2,"c,b",9.011054588,0.6,1.162213219,0.43,0.16
539,6.819,6.819,0.443080801,75.707,75.707,10.527,0,0,29.191,5.855,0.613679344,6,b,2.772964757,0.11,1.056760146,0.39,-0.27
179,3.43,3.43,0.218256601,75.704,75.704,10.79,0,0,78.623,4.722,0.494641731,2,c,7.28665431,0.46,0.712898332,0.24,0.22
752,6.228,6.228,0.403874221,75.696,75.696,5.065,2,0.4,31.021,4.895,0.512817819,6,b,6.124580454,0.37,1.316692039,0.5,-0.12
399,8.231,8.231,0.536752023,75.672,75.672,4.806,0,0,28.673,3.211,0.335889893,2,"b,d,c",5.966084062,0.36,0.872641916,0.31,0.05
437,6.628,6.628,0.430409977,75.638,75.638,9.898,0,0,43.647,5.098,0.534145829,0,b,4.409678723,0.24,0.964555806,0.35,-0.11
826,2.14,2.14,0.132678785,75.628,75.628,4.474,0,0,30.805,5.948,0.623450305,1,"b,c",6.885337506,0.43,0.756129089,0.26,0.17
600,8.532,8.532,0.55672018,75.624,75.624,9.439,3,0.6,59.837,5.048,0.528892625,5,"b,d",6.339336794,0.39,1.685612805,0.65,-0.26
929,5.73,5.73,0.370837203,75.593,75.593,11.754,1,0.2,55.356,2.416,0.252363942,6,c,4.709545687,0.26,0.823201145,0.29,-0.03
461,2.392,2.392,0.149396312,75.588,75.588,10.831,1,0.2,86.776,4.145,0.434019752,2,b,8.01181793,0.52,0.783416064,0.27,0.25
555,6.833,6.833,0.444009553,75.587,75.587,12.893,2,0.4,67.094,5.742,0.601807102,5,"c,a",5.203909098,0.3,1.445816655,0.55,-0.25
374,4.458,4.458,0.286453496,75.542,75.542,12.296,1,0.2,71.994,4.071,0.426245009,6,a,5.855074821,0.35,0.912698506,0.32,0.03
558,1.287,1.287,0.076091283,75.498,75.498,10.322,3,0.6,108.961,5.515,0.577957554,1,"d,b,c,a",10.55619066,0.71,1.254048837,0.47,0.25
999,3.316,3.316,0.21069391,75.49,75.49,5.501,1,0.2,43.152,4.22,0.441899559,3,c,7.844391929,0.5,0.852593469,0.3,0.21
787,8.371,8.371,0.546039538,75.371,75.371,11.728,2,0.4,78.37,4.903,0.513658332,6,"c,d,a,b",6.682298772,0.41,1.45969787,0.56,-0.14
396,5.697,5.697,0.368648003,75.336,75.336,7.988,5,1,62.337,6.519,0.6834419,5,a,7.803830746,0.5,2.052089903,0.81,-0.3
996,6.931,6.931,0.450510813,75.326,75.326,5.675,0,0,29.261,1.355,0.140890943,2,"d,b,a",5.156123348,0.3,0.591401757,0.19,0.11
343,5.141,5.141,0.331763301,75.315,75.315,5.833,1,0.2,50.17,2.458,0.256776634,0,c,8.601062918,0.56,0.788539935,0.27,0.29
348,2.74,2.74,0.17248242,75.276,75.276,6.536,0,0,35.551,7.967,0.835574701,2,"c,d,b",5.439259486,0.32,1.008057121,0.37,-0.05
958,1.685,1.685,0.102494361,75.248,75.248,6.52,5,1,88.759,3.672,0.384324438,1,d,13.61334356,0.95,1.486818799,0.57,0.38
804,6.345,6.345,0.411635929,75.232,75.232,7.677,0,0,29.737,1.121,0.116305947,4,"c,d,b",3.873518301,0.2,0.527941876,0.16,0.03
677,4.194,4.194,0.268939897,75.211,75.211,11.573,1,0.2,44.511,2.054,0.214330742,5,"b,d",3.846107319,0.19,0.683270638,0.23,-0.03
511,6.576,6.576,0.426960329,75.192,75.192,4.354,0,0,15.557,1.533,0.159592351,1,b,3.573036288,0.17,0.58655268,0.19,-0.01
526,6.966,6.966,0.452832692,75.102,75.102,11.106,4,0.8,111.481,7.095,0.743958815,2,"d,a",10.03790744,0.67,1.996791507,0.78,-0.11
838,9.365,9.365,0.611980894,75.097,75.097,9.633,0,0,37.306,3.267,0.341773482,6,"b,a,d,c",3.87272916,0.2,0.953754376,0.34,-0.15
628,8.569,8.569,0.559174738,75.087,75.087,3.869,5,1,47.962,5.678,0.595083001,1,"d,c,a",12.39648488,0.86,2.154257739,0.85,0.01
689,,5,0.322409447,74.854,74.854,5.133,5,1,45.451,3.335,0.34891784,6,"a,c,d",8.854665887,0.58,1.671327287,0.65,-0.06
777,5.376,5.376,0.347353058,74.839,74.839,8,3,0.6,56.698,1.075,0.111472999,3,b,7.08725,0.45,1.058826057,0.39,0.06
302,8.948,8.948,0.584317368,74.832,74.832,3.231,5,1,28.74,3.569,0.373502837,5,c,8.895078923,0.59,1.957820204,0.77,-0.18
272,7.991,7.991,0.520830569,74.773,74.773,6.829,5,1,74.085,0.969,0.100336205,1,"c,b,d",10.84858691,0.74,1.621166774,0.62,0.11
288,3.594,3.594,0.229136261,74.763,74.763,6.618,2,0.4,43.988,1.736,0.180920361,2,a,6.646721064,0.41,0.810056623,0.28,0.13
209,5.459,5.459,0.352859228,74.754,74.754,6.955,1,0.2,43.394,5.636,0.590670309,2,c,6.239252336,0.38,1.143529537,0.42,-0.04
389,2.41,2.41,0.150590421,74.724,74.724,12.575,1,0.2,62.334,2.91,0.304265602,6,b,4.956978131,0.28,0.654856023,0.22,0.07
668,9.339,9.339,0.61025607,74.686,74.686,10.233,4,0.8,86.466,4.04,0.422988023,6,"d,c",8.449721489,0.55,1.833244093,0.71,-0.16
676,8.682,8.682,0.566671089,74.681,74.681,6.98,4,0.8,47.558,1.28,0.133011137,5,a,6.813467049,0.42,1.499682226,0.57,-0.15
352,7.627,7.627,0.49668303,74.674,74.674,11.326,4,0.8,97.504,4.271,0.447257827,6,"b,d,a,c",8.608864559,0.56,1.743940858,0.68,-0.11
866,,9,0.587767016,74.62,74.62,11.41,1,0.2,70.897,1.997,0.208342089,4,"b,a,d",6.213584575,0.38,0.996109105,0.36,0.02
171,11.412,11.412,0.74777763,74.612,74.612,2.932,3,0.6,30.28,2.377,0.248266443,2,"c,b,a,d",10.32742156,0.7,1.596044073,0.61,0.08
888,3.349,3.349,0.21288311,74.586,74.586,6.415,0,0,45.314,6.73,0.705610422,2,b,7.06375682,0.44,0.918493532,0.33,0.12
700,11.2,11.2,0.733713679,74.569,74.569,7.755,2,0.4,56.898,3.734,0.390838411,6,d,7.336943907,0.47,1.524552091,0.58,-0.12
360,,2,0.12339127,74.515,74.515,6.227,1,0.2,42.906,4.528,0.474259298,2,"c,a,d,b",6.890316364,0.43,0.797650568,0.28,0.15
455,2.757,2.757,0.17361019,74.451,74.451,14.813,3,0.6,85.155,2.76,0.288505989,6,"b,d,c",5.748666712,0.34,1.062116178,0.39,-0.05
608,1.81,1.81,0.110786785,74.374,74.374,9.029,4,0.8,69.625,2.763,0.288821181,6,"b,a",7.711263706,0.49,1.199607966,0.45,0.05
794,3.884,3.884,0.248374685,74.296,74.296,16.32,0,0,71.383,5.906,0.619037613,6,"c,a,d,b",4.373958333,0.24,0.867412298,0.31,-0.07
305,6.396,6.396,0.415019238,74.262,74.262,9.565,1,0.2,44.64,2.641,0.276003362,5,"b,c,d",4.667015159,0.26,0.8910226,0.32,-0.06
890,5.95,5.95,0.385431869,74.222,74.222,4.278,4,0.8,51.238,4.612,0.483084682,2,"a,c,b",11.9770921,0.83,1.668516551,0.64,0.18
627,1.647,1.647,0.099973464,74.201,74.201,4.116,3,0.6,34.399,0.249,0.024690061,1,"d,a,c,b",8.357385811,0.54,0.724663525,0.25,0.3
90,6.75,6.75,0.438503383,74.193,74.193,12.912,1,0.2,41.935,7.336,0.76927926,5,"a,c",3.247754027,0.15,1.407782644,0.53,-0.39
883,6.164,6.164,0.399628499,74.182,74.182,5.275,5,1,60.419,1.264,0.131330111,2,"c,a",11.45383886,0.78,1.530958611,0.59,0.2
572,4.35,4.35,0.279288842,74.179,74.179,9.049,3,0.6,80.867,2.04,0.212859845,2,"b,a",8.936567577,0.59,1.092148686,0.4,0.19
217,7.31,7.31,0.475653443,74.157,74.157,10.593,2,0.4,82.919,1.725,0.179764656,1,"d,a,b,c",7.827716417,0.5,1.055418099,0.39,0.12
315,6.372,6.372,0.413427093,74.139,74.139,8.144,4,0.8,97.364,2.854,0.298382013,1,"a,c,b",11.95530452,0.82,1.511809106,0.58,0.25
813,8.751,8.751,0.571248507,74.129,74.129,9.946,2,0.4,94.089,5.238,0.548854801,3,"b,a",9.459983913,0.63,1.520103309,0.58,0.05
981,3.57,3.57,0.227544116,74.09,74.09,6.572,0,0,49.189,3.732,0.390628283,2,c,7.484631771,0.48,0.618172399,0.2,0.28
202,7.846,7.846,0.511211357,74.047,74.047,6.89,3,0.6,66.577,1.837,0.191531834,3,a,9.662844702,0.65,1.302743192,0.49,0.16
557,4.75,4.75,0.305824599,74.025,74.025,14.352,0,0,26.149,8.409,0.882013028,4,c,1.821976031,0.04,1.187837627,0.44,-0.4
219,4.56,4.56,0.293220114,74.019,74.019,4.618,4,0.8,37.232,0.35,0.035301534,2,"b,a,c,d",8.06236466,0.52,1.128521648,0.42,0.11
454,9.524,9.524,0.622528858,73.999,73.999,11.618,5,1,98.047,2.574,0.268964068,6,b,8.439232226,0.55,1.891492926,0.74,-0.19
124,6.84,6.84,0.444473929,73.982,73.982,9.203,3,0.6,90.422,6.245,0.654654339,4,"c,b,a",9.825274367,0.66,1.699128268,0.66,0
469,3.51,3.51,0.223563752,73.963,73.963,10.724,3,0.6,92.289,5.321,0.557575121,3,b,8.605837374,0.56,1.381138873,0.52,0.04
534,7.622,7.622,0.496351333,73.944,73.944,8.813,2,0.4,81.939,2.3,0.240176508,1,"d,a,b",9.297515035,0.62,1.136527841,0.42,0.2
684,5.59,5.59,0.361549688,73.905,73.905,6.453,1,0.2,32.573,0.986,0.102122295,1,"b,d",5.047729738,0.29,0.663671983,0.22,0.07
859,9.29,9.29,0.60700544,73.866,73.866,7.882,4,0.8,96.316,3.085,0.322651818,0,"c,b,d",12.21974118,0.84,1.729657257,0.67,0.17
552,0.154,0.154,0.000928751,73.853,73.853,9.182,2,0.4,58.541,6.61,0.693002732,2,c,6.375626225,0.39,1.093931483,0.4,-0.01
115,7.6,7.6,0.494891867,73.851,73.851,6.85,4,0.8,82.601,3.106,0.324858163,1,"a,c,b,d",12.05854015,0.83,1.61975003,0.62,0.21
642,5.475,5.475,0.353920658,73.842,73.842,8.726,3,0.6,92.738,3.641,0.381067451,2,"a,b,c",10.62777905,0.72,1.334988109,0.5,0.22
72,8.123,8.123,0.529587369,73.801,73.801,7.683,3,0.6,45.661,1.203,0.124921202,6,b,5.943121177,0.36,1.254508571,0.47,-0.11
321,5.52,5.52,0.356905931,73.79,73.79,8.946,0,0,36.103,0.804,0.08300063,3,d,4.035658395,0.21,0.439906561,0.12,0.08
424,7.43,7.43,0.48361417,73.78,73.78,8.059,2,0.4,68.626,3.606,0.377390208,0,"b,a",8.515448567,0.56,1.261004378,0.47,0.08
471,3.362,3.362,0.213745522,73.735,73.735,7.271,2,0.4,35.294,2.544,0.265812145,5,d,4.854077843,0.27,0.879557667,0.31,-0.04
244,3.683,3.683,0.235040467,73.731,73.731,7.175,4,0.8,50.185,2.385,0.249106955,6,b,6.994425087,0.44,1.284147422,0.48,-0.04
111,7.265,7.265,0.47266817,73.711,73.711,8.505,5,1,64.702,6.365,0.66726203,6,"c,a,b",7.607524985,0.49,2.1399302,0.84,-0.36
709,8.34,8.34,0.543983017,73.689,73.689,6.586,4,0.8,44.698,6.983,0.732191637,5,d,6.786820528,0.42,2.076174654,0.82,-0.39
312,,3,0.189730662,73.67,73.67,9.928,4,0.8,100.215,6.923,0.725887792,0,d,10.09417808,0.68,1.715618454,0.66,0.01
873,6.197,6.197,0.401817699,73.607,73.607,11.989,0,0,37.989,6.682,0.700567346,4,"b,c,d",3.1686546,0.14,1.102385045,0.4,-0.26
155,5.332,5.332,0.344434125,73.585,73.585,8.105,3,0.6,61.599,6.58,0.689850809,2,"a,d,c,b",7.600123381,0.49,1.634284934,0.63,-0.14
39,3.757,3.757,0.239949582,73.536,73.536,4.738,3,0.6,42.323,2.068,0.215801639,2,"c,a,b",8.932672014,0.59,1.055751221,0.39,0.2
95,7.285,7.285,0.473994958,73.5,73.5,11.715,0,0,55.321,5.119,0.536352175,4,"c,b",4.722236449,0.26,1.010347133,0.37,-0.1
79,7.485,7.485,0.487262837,73.492,73.492,8.908,2,0.4,47.85,2.919,0.305211179,6,"b,d,c",5.371576111,0.31,1.192474015,0.44,-0.13
660,6.435,6.435,0.417606475,73.481,73.481,9.221,1,0.2,56.579,3.188,0.333473419,2,c,6.135885479,0.37,0.951079894,0.34,0.03
74,3.883,3.883,0.248308345,73.481,73.481,6.384,5,1,53.113,3.58,0.374658542,6,"b,c,d",8.319705514,0.54,1.622966887,0.63,-0.08
241,4.652,4.652,0.299323338,73.47,73.47,8.197,0,0,34.771,5.779,0.605694474,4,b,4.241917775,0.23,0.905017812,0.32,-0.1
810,7.719,7.719,0.502786254,73.422,73.422,7.201,0,0,42.193,3.446,0.360579954,1,d,5.859325094,0.35,0.863366208,0.3,0.05
755,4.37,4.37,0.28061563,73.367,73.367,5.294,0,0,14.359,1.336,0.138894726,6,"c,a,b,d",2.712315829,0.11,0.419510355,0.12,-0.01
476,7.44,7.44,0.484277564,73.319,73.319,9.081,0,0,23.009,7.197,0.754675352,0,"c,a,d",2.533751789,0.09,1.238952916,0.46,-0.37
711,5.451,5.451,0.352328513,73.319,73.319,9.291,0,0,50.539,2.012,0.20991805,2,d,5.439565171,0.32,0.562246563,0.18,0.14
258,6.666,6.666,0.432930874,73.315,73.315,9.194,4,0.8,70.3,5.495,0.575856272,6,"d,c,a",7.646291059,0.49,1.808787147,0.7,-0.21
934,9.678,9.678,0.632745124,73.246,73.246,8.679,3,0.6,96.533,4.735,0.496007565,2,"a,b,c",11.12259477,0.76,1.728752689,0.67,0.09
224,6.849,6.849,0.445070983,73.201,73.201,5.67,1,0.2,26.347,7.569,0.793759193,3,"d,b",4.646737213,0.26,1.438830176,0.55,-0.29
529,6.851,6.851,0.445203662,73.188,73.188,9.643,2,0.4,65.538,2.302,0.240386636,1,b,6.796432645,0.42,1.085590298,0.4,0.03
879,1.281,1.281,0.075693247,73.059,73.059,6.541,4,0.8,63.416,4.557,0.477306157,5,d,9.695153646,0.65,1.352999403,0.51,0.14
195,7.228,7.228,0.470213613,73.033,73.033,6.907,1,0.2,57.935,4.603,0.482139105,1,"a,c,d",8.387867381,0.55,1.152352718,0.43,0.12
944,4.532,4.532,0.291362611,73.021,73.021,8.283,1,0.2,30.988,0.739,0.076171465,1,b,3.741156586,0.19,0.567534076,0.18,0.01
